receiver,method,probability_variant,bin,count,confidence_sum,correct_sum
24-6,EMB_STD,raw,4,13,3.9438210129737854,1.9999999999999996
24-6,EMB_STD,raw,5,53,19.56871098279953,19.0
24-6,EMB_STD,raw,6,113,49.286875873804085,43.0
24-6,EMB_STD,raw,7,307,155.24405801296234,149.0
24-6,EMB_STD,raw,8,422,239.35366660356522,216.0
24-6,EMB_STD,raw,9,445,281.71387165784836,260.0
24-6,EMB_STD,raw,10,484,339.9236876964569,307.0
24-6,EMB_STD,raw,11,528,404.9045117497444,349.0
24-6,EMB_STD,raw,12,790,660.0732636451721,594.0
24-6,EMB_STD,raw,13,1253,1133.5661356449127,1031.0
24-6,EMB_STD,raw,14,16715,16583.142123520374,16210.0
24-6,EMB_STD,source_temperature,0,0,0.0,0.0
24-6,EMB_STD,source_temperature,1,0,0.0,0.0
24-6,EMB_STD,source_temperature,2,0,0.0,0.0
24-6,EMB_STD,source_temperature,3,11,2.689811328541257,2.0
24-6,EMB_STD,source_temperature,4,61,18.77003678720274,16.0
24-6,EMB_STD,source_temperature,5,160,59.40117681042612,60.0
24-6,EMB_STD,source_temperature,6,318,139.45023779020755,147.0
24-6,EMB_STD,source_temperature,7,620,311.38892797531025,331.0
24-6,EMB_STD,source_temperature,8,663,375.28178032818187,417.0
24-6,EMB_STD,source_temperature,9,744,471.05045523503605,531.0
24-6,EMB_STD,source_temperature,10,806,564.7159669282993,603.0
24-6,EMB_STD,source_temperature,11,1054,808.2781918147796,887.0
24-6,EMB_STD,source_temperature,12,1411,1177.922357200392,1246.0
24-6,EMB_STD,source_temperature,13,2465,2228.7809923907503,2306.0
24-6,EMB_STD,source_temperature,14,12812,12550.151168031138,12635.0
24-6,P0,raw,0,0,0.0,0.0
24-6,P0,raw,1,0,0.0,0.0
24-6,P0,raw,2,0,0.0,0.0
24-6,P0,raw,3,3,0.7517950534820557,0.0
24-6,P0,raw,4,34,10.635905146598816,9.0
24-6,P0,raw,5,108,40.15929356217384,33.0
24-6,P0,raw,6,209,91.13558343052864,85.0
24-6,P0,raw,7,486,244.4969900250435,236.0
24-6,P0,raw,8,557,315.26895105838776,297.0
24-6,P0,raw,9,583,369.33653968572617,338.0
24-6,P0,raw,10,585,410.30713415145874,391.0
24-6,P0,raw,11,773,593.9335750341415,564.0
24-6,P0,raw,12,1036,865.3203544020653,808.0
24-6,P0,raw,13,1635,1475.634318470955,1349.0
24-6,P0,raw,14,15116,14974.052861869335,14812.0
24-6,P0,source_temperature,0,0,0.0,0.0
24-6,P0,source_temperature,1,0,0.0,0.0
24-6,P0,source_temperature,2,0,0.0,0.0
24-6,P0,source_temperature,3,15,3.7248981228839053,3.9999999999999996
24-6,P0,source_temperature,4,112,34.18488109895188,31.0
24-6,P0,source_temperature,5,308,114.57323630103461,121.0
24-6,P0,source_temperature,6,519,226.37446360285662,266.0
24-6,P0,source_temperature,7,797,398.4203880248772,432.0
24-6,P0,source_temperature,8,866,491.0084412859512,576.0
24-6,P0,source_temperature,9,927,588.4933109062205,675.0
24-6,P0,source_temperature,10,1087,760.7316107457445,866.0
24-6,P0,source_temperature,11,1267,972.2919557779692,1066.0
24-6,P0,source_temperature,12,1571,1311.4724550123601,1420.0
24-6,P0,source_temperature,13,2540,2294.769155833839,2415.0
24-6,P0,source_temperature,14,11116,10881.618729435988,11050.0
24-6,P2,raw,0,0,0.0,0.0
24-6,P2,raw,1,0,0.0,0.0
24-6,P2,raw,2,0,0.0,0.0
24-6,P2,raw,3,2,0.5081472545862198,0.0
24-6,P2,raw,4,47,14.780817568302155,20.0
24-6,P2,raw,5,119,43.99492788314819,53.0
24-6,P2,raw,6,203,88.37628760933876,110.0
24-6,P2,raw,7,336,169.18440344929695,169.0
24-6,P2,raw,8,382,216.98346030712128,203.0
24-6,P2,raw,9,420,266.46705013513565,232.0
24-6,P2,raw,10,448,313.20663940906525,275.0
24-6,P2,raw,11,422,323.69613069295883,268.0
24-6,P2,raw,12,639,532.9928770661354,409.0
24-6,P2,raw,13,914,826.7728509902954,693.0
24-6,P2,raw,14,17193,17102.255035221577,16553.0
24-6,P2,source_temperature,0,0,0.0,0.0
24-6,P2,source_temperature,1,0,0.0,0.0
24-6,P2,source_temperature,2,0,0.0,0.0
24-6,P2,source_temperature,3,71,17.510791132382924,35.0
24-6,P2,source_temperature,4,333,101.20761117213539,167.0
24-6,P2,source_temperature,5,400,147.35417231535732,225.0
24-6,P2,source_temperature,6,517,223.6123664895651,275.0
24-6,P2,source_temperature,7,655,328.1188241694392,379.0
24-6,P2,source_temperature,8,694,393.3669776722979,437.0
24-6,P2,source_temperature,9,722,457.9694461194764,508.0
24-6,P2,source_temperature,10,786,550.0844547077457,586.0
24-6,P2,source_temperature,11,1043,801.3214880698679,865.0
24-6,P2,source_temperature,12,1383,1155.642059142881,1218.0
24-6,P2,source_temperature,13,2582,2335.459395027273,2430.0
24-6,P2,source_temperature,14,11939,11689.218486626778,11860.0
24-6,SAR_GN,raw,0,0,0.0,0.0
24-6,SAR_GN,raw,1,0,0.0,0.0
24-6,SAR_GN,raw,2,0,0.0,0.0
24-6,SAR_GN,raw,3,3,0.7517950534820557,0.0
24-6,SAR_GN,raw,4,34,10.635905146598816,9.0
24-6,SAR_GN,raw,5,108,40.15929356217384,33.0
24-6,SAR_GN,raw,6,209,91.13558343052864,85.0
24-6,SAR_GN,raw,7,486,244.4969900250435,236.0
24-6,SAR_GN,raw,8,557,315.26895105838776,297.0
24-6,SAR_GN,raw,9,583,369.33653968572617,338.0
24-6,SAR_GN,raw,10,585,410.30713415145874,391.0
24-6,SAR_GN,raw,11,773,593.9335750341415,564.0
24-6,SAR_GN,raw,12,1036,865.3203544020653,808.0
24-6,SAR_GN,raw,13,1635,1475.634318470955,1349.0
24-6,SAR_GN,raw,14,15116,14974.052861869335,14812.0
24-6,SAR_GN,source_temperature,0,0,0.0,0.0
24-6,SAR_GN,source_temperature,1,0,0.0,0.0
24-6,SAR_GN,source_temperature,2,0,0.0,0.0
24-6,SAR_GN,source_temperature,3,15,3.724851845646028,3.9999999999999996
24-6,SAR_GN,source_temperature,4,112,34.18416170743045,31.0
24-6,SAR_GN,source_temperature,5,308,114.56926853217422,121.0
24-6,SAR_GN,source_temperature,6,519,226.36389026685123,266.0
24-6,SAR_GN,source_temperature,7,797,398.40175911350946,432.0
24-6,SAR_GN,source_temperature,8,866,490.98477152758824,576.0
24-6,SAR_GN,source_temperature,9,927,588.4618122906464,675.0
24-6,SAR_GN,source_temperature,10,1087,760.6827788142373,866.0
24-6,SAR_GN,source_temperature,11,1268,973.0364521031837,1067.0
24-6,SAR_GN,source_temperature,12,1570,1310.611579800344,1419.0
24-6,SAR_GN,source_temperature,13,2542,2296.566871854803,2417.0
24-6,SAR_GN,source_temperature,14,11114,10879.635646157225,11048.0
24-6,T3A,raw,0,0,0.0,0.0
24-6,T3A,raw,1,0,0.0,0.0
24-6,T3A,raw,2,0,0.0,0.0
24-6,T3A,raw,3,26,6.415090113878249,7.0
24-6,T3A,raw,4,108,32.851139932870865,42.0
24-6,T3A,raw,5,308,114.16182413697241,140.0
24-6,T3A,raw,6,694,303.2627180814743,417.0
24-6,T3A,raw,7,1062,531.2242193222046,686.0
24-6,T3A,raw,8,1171,665.0662061572075,874.0
24-6,T3A,raw,9,1416,899.736966252327,1176.0
24-6,T3A,raw,10,1889,1325.1297867894173,1712.0
24-6,T3A,raw,11,2606,2003.781263589859,2449.0
24-6,T3A,raw,12,3739,3123.41827917099,3620.0
24-6,T3A,raw,13,5067,4563.779002487659,5014.0
24-6,T3A,raw,14,3039,2902.4891520142555,3020.0
24-6,T3A,source_temperature,0,0,0.0,0.0
24-6,T3A,source_temperature,1,0,0.0,0.0
24-6,T3A,source_temperature,2,0,0.0,0.0
24-6,T3A,source_temperature,3,5,1.2144239120698666,1.0
24-6,T3A,source_temperature,4,36,11.019485803269768,14.0
24-6,T3A,source_temperature,5,91,33.722642761894704,31.999999999999996
24-6,T3A,source_temperature,6,185,80.74614134728503,83.0
24-6,T3A,source_temperature,7,548,276.15030859965736,277.0
24-6,T3A,source_temperature,8,621,351.8932550480923,385.0
24-6,T3A,source_temperature,9,674,428.2351198909151,450.0
24-6,T3A,source_temperature,10,794,557.2715612484591,590.0
24-6,T3A,source_temperature,11,970,746.0259495022142,781.0
24-6,T3A,source_temperature,12,1495,1250.5272838243282,1284.0
24-6,T3A,source_temperature,13,3063,2771.3116151262766,2844.0
24-6,T3A,source_temperature,14,12643,12360.555150145343,12416.0
3-19,EMB_STD,raw,0,0,0.0,0.0
3-19,EMB_STD,raw,1,0,0.0,0.0
3-19,EMB_STD,raw,2,0,0.0,0.0
3-19,EMB_STD,raw,3,5,1.2217801064252853,2.0
3-19,EMB_STD,raw,4,39,12.127006292343138,9.0
3-19,EMB_STD,raw,5,194,72.53134086728096,64.0
3-19,EMB_STD,raw,6,438,190.86036556959152,139.99999999999997
3-19,EMB_STD,raw,7,894,449.4623372852802,326.99999999999994
3-19,EMB_STD,raw,8,1002,569.3749920129776,403.0
3-19,EMB_STD,raw,9,1108,702.3687539696693,529.0
3-19,EMB_STD,raw,10,1135,795.3706287145615,535.0
3-19,EMB_STD,raw,11,1329,1020.670401096344,672.0
3-19,EMB_STD,raw,12,1650,1377.6483288407326,904.0
3-19,EMB_STD,raw,13,2302,2077.350221514702,1314.0
3-19,EMB_STD,raw,14,13264,13084.58670347929,10905.0
3-19,EMB_STD,source_temperature,0,0,0.0,0.0
3-19,EMB_STD,source_temperature,1,0,0.0,0.0
3-19,EMB_STD,source_temperature,2,1,0.1932872085786796,0.0
3-19,EMB_STD,source_temperature,3,26,6.381174952125351,5.0
3-19,EMB_STD,source_temperature,4,304,93.9860340460342,96.0
3-19,EMB_STD,source_temperature,5,791,291.98133032585093,274.0
3-19,EMB_STD,source_temperature,6,1219,529.4414258774722,443.99999999999994
3-19,EMB_STD,source_temperature,7,1797,900.307464394481,830.0
3-19,EMB_STD,source_temperature,8,1844,1045.0208168442018,925.0
3-19,EMB_STD,source_temperature,9,1828,1157.4424126011172,999.0
3-19,EMB_STD,source_temperature,10,1966,1375.8185386711925,1128.0
3-19,EMB_STD,source_temperature,11,1984,1524.0679335795003,1278.0
3-19,EMB_STD,source_temperature,12,2367,1974.3294989909434,1671.0
3-19,EMB_STD,source_temperature,13,3244,2927.9197316536684,2644.0
3-19,EMB_STD,source_temperature,14,5989,5808.409127876369,5510.0
3-19,P0,raw,0,0,0.0,0.0
3-19,P0,raw,1,0,0.0,0.0
3-19,P0,raw,2,0,0.0,0.0
3-19,P0,raw,3,6,1.477953016757965,1.0
3-19,P0,raw,4,101,31.186266899108883,25.999999999999996
3-19,P0,raw,5,361,134.52199625968933,99.99999999999999
3-19,P0,raw,6,756,329.7872748076916,221.99999999999997
3-19,P0,raw,7,1344,675.4951430261135,522.0
3-19,P0,raw,8,1414,800.5518410801888,539.0
3-19,P0,raw,9,1403,888.7345207333565,615.0
3-19,P0,raw,10,1466,1027.1248328089714,678.0
3-19,P0,raw,11,1608,1233.742609679699,846.0
3-19,P0,raw,12,1890,1576.3793821930885,1007.0
3-19,P0,raw,13,2699,2438.197276353836,1637.0
3-19,P0,raw,14,10312,10125.976454615593,8481.0
3-19,P0,source_temperature,0,0,0.0,0.0
3-19,P0,source_temperature,1,0,0.0,0.0
3-19,P0,source_temperature,2,0,0.0,0.0
3-19,P0,source_temperature,3,75,18.753342211584858,18.0
3-19,P0,source_temperature,4,522,160.00963883089707,125.0
3-19,P0,source_temperature,5,1284,474.7761413298481,404.99999999999994
3-19,P0,source_temperature,6,1944,845.0664627293,741.0
3-19,P0,source_temperature,7,2273,1137.336526162993,1018.0
3-19,P0,source_temperature,8,2074,1174.5763363349158,1023.0
3-19,P0,source_temperature,9,2090,1323.7042517834284,1134.0
3-19,P0,source_temperature,10,2034,1424.746206442727,1228.0
3-19,P0,source_temperature,11,2214,1698.9492532002992,1462.0
3-19,P0,source_temperature,12,2427,2024.4687692557027,1768.0
3-19,P0,source_temperature,13,2821,2543.6286335524806,2355.0
3-19,P0,source_temperature,14,3602,3478.593998770101,3397.0
3-19,P2,raw,0,0,0.0,0.0
3-19,P2,raw,1,0,0.0,0.0
3-19,P2,raw,2,0,0.0,0.0
3-19,P2,raw,3,5,1.2767785638570786,1.0
3-19,P2,raw,4,84,26.067443370819092,16.999999999999996
3-19,P2,raw,5,296,110.04531082510947,94.0
3-19,P2,raw,6,570,248.55378276109693,162.0
3-19,P2,raw,7,1122,563.8252159059048,392.99999999999994
3-19,P2,raw,8,1190,674.5224133729935,490.0
3-19,P2,raw,9,1213,767.9017251729965,496.99999999999994
3-19,P2,raw,10,1197,837.2053139209747,557.0
3-19,P2,raw,11,1332,1023.4531035423279,607.0
3-19,P2,raw,12,1634,1365.0390914082527,793.0
3-19,P2,raw,13,2327,2101.7991248369217,1283.0
3-19,P2,raw,14,12390,12225.99674242735,9441.0
3-19,P2,source_temperature,0,0,0.0,0.0
3-19,P2,source_temperature,1,0,0.0,0.0
3-19,P2,source_temperature,2,0,0.0,0.0
3-19,P2,source_temperature,3,158,39.226447470602665,47.0
3-19,P2,source_temperature,4,830,253.52849742159734,235.99999999999997
3-19,P2,source_temperature,5,1563,577.3017391568991,547.0
3-19,P2,source_temperature,6,2067,897.2288710527912,864.9999999999999
3-19,P2,source_temperature,7,2290,1143.6250818781882,1073.0
3-19,P2,source_temperature,8,2053,1161.748364165201,1002.0
3-19,P2,source_temperature,9,2045,1295.5139571549205,1188.0
3-19,P2,source_temperature,10,1970,1378.5198682938885,1193.0
3-19,P2,source_temperature,11,1915,1467.9885298873467,1242.0
3-19,P2,source_temperature,12,2220,1851.8124047962945,1550.0
3-19,P2,source_temperature,13,2770,2496.844947851783,2200.0
3-19,P2,source_temperature,14,3479,3354.455475722873,3192.0
3-19,SAR_GN,raw,0,0,0.0,0.0
3-19,SAR_GN,raw,1,0,0.0,0.0
3-19,SAR_GN,raw,2,0,0.0,0.0
3-19,SAR_GN,raw,3,7,1.7404164224863052,1.0
3-19,SAR_GN,raw,4,99,30.54095384478569,25.0
3-19,SAR_GN,raw,5,358,133.26730570197103,96.0
3-19,SAR_GN,raw,6,759,330.80018523335457,229.0
3-19,SAR_GN,raw,7,1334,670.2252418994904,518.0
3-19,SAR_GN,raw,8,1424,806.4722631573677,542.9999999999999
3-19,SAR_GN,raw,9,1411,894.5304445624352,611.0
3-19,SAR_GN,raw,10,1440,1008.9980466365814,667.0
3-19,SAR_GN,raw,11,1607,1232.8103267550468,855.0
3-19,SAR_GN,raw,12,1895,1580.3386569619179,1008.0
3-19,SAR_GN,raw,13,2698,2437.3335276842117,1627.0
3-19,SAR_GN,raw,14,10328,10142.003618597984,8495.0
3-19,SAR_GN,source_temperature,0,0,0.0,0.0
3-19,SAR_GN,source_temperature,1,0,0.0,0.0
3-19,SAR_GN,source_temperature,2,0,0.0,0.0
3-19,SAR_GN,source_temperature,3,76,19.00926080775588,18.0
3-19,SAR_GN,source_temperature,4,526,161.34414935075364,125.99999999999997
3-19,SAR_GN,source_temperature,5,1275,471.51773938778456,401.0
3-19,SAR_GN,source_temperature,6,1934,840.3866708964795,735.0
3-19,SAR_GN,source_temperature,7,2273,1136.6845751830797,1020.0
3-19,SAR_GN,source_temperature,8,2069,1171.3209822614203,1023.9999999999999
3-19,SAR_GN,source_temperature,9,2076,1314.4441682668205,1121.0
3-19,SAR_GN,source_temperature,10,2057,1440.3146034446092,1247.0
3-19,SAR_GN,source_temperature,11,2195,1684.199883905783,1442.0
3-19,SAR_GN,source_temperature,12,2425,2021.9225673702447,1774.0
3-19,SAR_GN,source_temperature,13,2844,2563.8275541688745,2362.0
3-19,SAR_GN,source_temperature,14,3610,3486.3435793444796,3405.0
3-19,T3A,raw,0,0,0.0,0.0
3-19,T3A,raw,1,0,0.0,0.0
3-19,T3A,raw,2,3,0.5646286755800246,0.0
3-19,T3A,raw,3,311,76.65743400156497,98.0
3-19,T3A,raw,4,1437,439.52845084667194,549.0
3-19,T3A,raw,5,2385,879.4176198542118,1140.0
3-19,T3A,raw,6,3024,1312.602836638689,1639.0
3-19,T3A,raw,7,3016,1504.4051763415337,1834.0
3-19,T3A,raw,8,2758,1561.57241243124,1957.0
3-19,T3A,raw,9,2462,1557.3600268363953,1973.0
3-19,T3A,raw,10,2116,1477.8508375883102,1830.0
3-19,T3A,raw,11,1841,1412.5284054279327,1703.0
3-19,T3A,raw,12,1712,1426.4518216848373,1632.0
3-19,T3A,raw,13,1672,1504.2375391721725,1632.0
3-19,T3A,raw,14,623,592.0265640616417,618.0
3-19,T3A,source_temperature,0,0,0.0,0.0
3-19,T3A,source_temperature,1,0,0.0,0.0
3-19,T3A,source_temperature,2,3,0.5829535990537977,0.0
3-19,T3A,source_temperature,3,125,31.156495854468798,29.999999999999996
3-19,T3A,source_temperature,4,674,206.91777610305877,243.0
3-19,T3A,source_temperature,5,1511,557.4245982704138,604.0
3-19,T3A,source_temperature,6,2098,911.3014986025156,1051.0
3-19,T3A,source_temperature,7,2488,1245.9436487126673,1351.0
3-19,T3A,source_temperature,8,2362,1336.3801705968642,1423.0
3-19,T3A,source_temperature,9,2355,1492.0960196497304,1563.0
3-19,T3A,source_temperature,10,2263,1584.6944970815573,1675.0
3-19,T3A,source_temperature,11,2199,1684.284290149731,1808.0
3-19,T3A,source_temperature,12,2115,1761.6887247396473,1892.0
3-19,T3A,source_temperature,13,2276,2050.532189093568,2141.0
3-19,T3A,source_temperature,14,2891,2790.629043011193,2824.0000000000005
7-14,EMB_STD,raw,0,0,0.0,0.0
7-14,EMB_STD,raw,1,0,0.0,0.0
7-14,EMB_STD,raw,2,0,0.0,0.0
7-14,EMB_STD,raw,3,1,0.2513481378555298,1.0
7-14,EMB_STD,raw,4,18,5.621823668479919,7.0
7-14,EMB_STD,raw,5,90,33.38359811902046,29.0
7-14,EMB_STD,raw,6,215,94.01071673631668,72.0
7-14,EMB_STD,raw,7,546,275.5698670744896,214.0
7-14,EMB_STD,raw,8,659,373.6416603922844,319.0
7-14,EMB_STD,raw,9,662,419.96853345632553,331.0
7-14,EMB_STD,raw,10,744,521.8031514883041,353.0
7-14,EMB_STD,raw,11,882,676.7362164258957,458.0
7-14,EMB_STD,raw,12,1113,929.93936419487,654.0
7-14,EMB_STD,raw,13,1674,1511.2850369215012,1040.0
7-14,EMB_STD,raw,14,16756,16599.804020643234,14516.0
7-14,EMB_STD,source_temperature,0,0,0.0,0.0
7-14,EMB_STD,source_temperature,1,0,0.0,0.0
7-14,EMB_STD,source_temperature,2,0,0.0,0.0
7-14,EMB_STD,source_temperature,3,6,1.5001472576503025,3.0
7-14,EMB_STD,source_temperature,4,81,24.864075168177692,27.0
7-14,EMB_STD,source_temperature,5,234,86.5732097946952,87.99999999999999
7-14,EMB_STD,source_temperature,6,496,216.64298040002356,194.0
7-14,EMB_STD,source_temperature,7,858,430.5333362716356,395.0
7-14,EMB_STD,source_temperature,8,978,554.1177597626702,498.0
7-14,EMB_STD,source_temperature,9,1075,681.8265740895602,571.0
7-14,EMB_STD,source_temperature,10,1124,787.6108086503502,648.0
7-14,EMB_STD,source_temperature,11,1253,961.3363747129533,790.0
7-14,EMB_STD,source_temperature,12,1630,1360.115290071529,1060.0
7-14,EMB_STD,source_temperature,13,2744,2482.5821744137843,2048.0
7-14,EMB_STD,source_temperature,14,12881,12608.425143270013,11672.0
7-14,P0,raw,0,0,0.0,0.0
7-14,P0,raw,1,0,0.0,0.0
7-14,P0,raw,2,0,0.0,0.0
7-14,P0,raw,3,3,0.7248489111661911,1.0
7-14,P0,raw,4,24,7.5585506558418265,6.0
7-14,P0,raw,5,147,54.89952239394188,46.0
7-14,P0,raw,6,260,113.62326020002365,83.99999999999999
7-14,P0,raw,7,665,334.70121088624,287.0
7-14,P0,raw,8,775,439.40323650836945,377.0
7-14,P0,raw,9,783,496.04939448833466,395.0
7-14,P0,raw,10,858,601.583373606205,446.0
7-14,P0,raw,11,905,694.8150261640549,495.0
7-14,P0,raw,12,1134,946.8874565958977,633.0
7-14,P0,raw,13,1706,1539.2723693847656,1016.0
7-14,P0,raw,14,16100,15942.191930532455,14210.0
7-14,P0,source_temperature,0,0,0.0,0.0
7-14,P0,source_temperature,1,0,0.0,0.0
7-14,P0,source_temperature,2,0,0.0,0.0
7-14,P0,source_temperature,3,11,2.724902097236468,2.0
7-14,P0,source_temperature,4,98,30.286324440193027,27.999999999999996
7-14,P0,source_temperature,5,335,124.07386328142375,111.99999999999999
7-14,P0,source_temperature,6,673,292.60162879728813,289.0
7-14,P0,source_temperature,7,1063,533.4248573763347,537.0
7-14,P0,source_temperature,8,1098,622.0077328170296,560.0
7-14,P0,source_temperature,9,1116,706.9353279538092,600.0
7-14,P0,source_temperature,10,1131,793.0057386909696,656.0
7-14,P0,source_temperature,11,1300,996.2629506995053,755.0
7-14,P0,source_temperature,12,1617,1351.289620828106,1116.0
7-14,P0,source_temperature,13,2637,2382.6453432291396,1957.0
7-14,P0,source_temperature,14,12281,11991.795099887513,11384.0
7-14,P2,raw,0,0,0.0,0.0
7-14,P2,raw,1,0,0.0,0.0
7-14,P2,raw,2,0,0.0,0.0
7-14,P2,raw,3,4,0.9879301637411118,2.0
7-14,P2,raw,4,26,8.053020805120466,11.0
7-14,P2,raw,5,100,37.262004017829895,36.0
7-14,P2,raw,6,168,73.18347811698914,63.99999999999999
7-14,P2,raw,7,453,228.38535979390144,183.0
7-14,P2,raw,8,524,297.08826845884323,218.99999999999997
7-14,P2,raw,9,531,336.8847657442093,246.0
7-14,P2,raw,10,575,403.22657096385956,293.0
7-14,P2,raw,11,702,538.2564141154289,370.0
7-14,P2,raw,12,878,732.344456911087,488.0
7-14,P2,raw,13,1322,1193.5448870658875,760.0
7-14,P2,raw,14,18077,17960.94300723076,15228.0
7-14,P2,source_temperature,0,0,0.0,0.0
7-14,P2,source_temperature,1,0,0.0,0.0
7-14,P2,source_temperature,2,0,0.0,0.0
7-14,P2,source_temperature,3,27,6.663635082420245,9.0
7-14,P2,source_temperature,4,119,35.898337572051105,47.0
7-14,P2,source_temperature,5,329,121.97809299161527,140.99999999999997
7-14,P2,source_temperature,6,541,236.42656693217134,225.0
7-14,P2,source_temperature,7,876,439.70784535908706,409.0
7-14,P2,source_temperature,8,904,512.7406222696329,473.0
7-14,P2,source_temperature,9,1018,645.7122992895286,553.0
7-14,P2,source_temperature,10,1019,713.8526797399084,602.0
7-14,P2,source_temperature,11,1144,878.0954163769416,700.0
7-14,P2,source_temperature,12,1480,1235.5570961657936,971.0
7-14,P2,source_temperature,13,2423,2188.383877785341,1843.0
7-14,P2,source_temperature,14,13480,13217.94193758582,11927.0
7-14,SAR_GN,raw,0,0,0.0,0.0
7-14,SAR_GN,raw,1,0,0.0,0.0
7-14,SAR_GN,raw,2,0,0.0,0.0
7-14,SAR_GN,raw,3,3,0.7248489111661911,1.0
7-14,SAR_GN,raw,4,24,7.5585506558418265,6.0
7-14,SAR_GN,raw,5,147,54.89952239394188,46.0
7-14,SAR_GN,raw,6,260,113.62326020002365,83.99999999999999
7-14,SAR_GN,raw,7,665,334.70121088624,287.0
7-14,SAR_GN,raw,8,775,439.40323650836945,377.0
7-14,SAR_GN,raw,9,783,496.04939448833466,395.0
7-14,SAR_GN,raw,10,858,601.583373606205,446.0
7-14,SAR_GN,raw,11,905,694.8150261640549,495.0
7-14,SAR_GN,raw,12,1134,946.8874565958977,633.0
7-14,SAR_GN,raw,13,1706,1539.2723693847656,1016.0
7-14,SAR_GN,raw,14,16100,15942.191930532455,14210.0
7-14,SAR_GN,source_temperature,0,0,0.0,0.0
7-14,SAR_GN,source_temperature,1,0,0.0,0.0
7-14,SAR_GN,source_temperature,2,0,0.0,0.0
7-14,SAR_GN,source_temperature,3,11,2.724902097236468,2.0
7-14,SAR_GN,source_temperature,4,98,30.286324440193027,27.999999999999996
7-14,SAR_GN,source_temperature,5,335,124.07386328142375,111.99999999999999
7-14,SAR_GN,source_temperature,6,673,292.60162879728813,289.0
7-14,SAR_GN,source_temperature,7,1063,533.4248573763347,537.0
7-14,SAR_GN,source_temperature,8,1098,622.0077328170296,560.0
7-14,SAR_GN,source_temperature,9,1116,706.9353279538092,600.0
7-14,SAR_GN,source_temperature,10,1131,793.0057386909696,656.0
7-14,SAR_GN,source_temperature,11,1300,996.2629506995053,755.0
7-14,SAR_GN,source_temperature,12,1617,1351.289620828106,1116.0
7-14,SAR_GN,source_temperature,13,2637,2382.6453432291396,1957.0
7-14,SAR_GN,source_temperature,14,12281,11991.795099887513,11384.0
7-14,T3A,raw,0,0,0.0,0.0
7-14,T3A,raw,1,0,0.0,0.0
7-14,T3A,raw,2,2,0.3945045322179793,0.0
7-14,T3A,raw,3,52,12.741390600800514,12.999999999999998
7-14,T3A,raw,4,304,93.14634051918983,118.0
7-14,T3A,raw,5,703,259.6975426375866,300.0
7-14,T3A,raw,6,1265,552.5786557793616,626.0
7-14,T3A,raw,7,1950,977.2780935764313,1022.0
7-14,T3A,raw,8,2048,1160.675413966179,1207.0
7-14,T3A,raw,9,1889,1196.6109501123428,1133.0
7-14,T3A,raw,10,1859,1301.6258091330528,1235.0
7-14,T3A,raw,11,1948,1495.9788281917572,1558.0
7-14,T3A,raw,12,2829,2364.862924993038,2626.0
7-14,T3A,raw,13,3730,3361.582239687443,3655.0
7-14,T3A,raw,14,4781,4587.473129093647,4780.0
7-14,T3A,source_temperature,0,0,0.0,0.0
7-14,T3A,source_temperature,1,0,0.0,0.0
7-14,T3A,source_temperature,2,0,0.0,0.0
7-14,T3A,source_temperature,3,13,3.1959452229876995,4.0
7-14,T3A,source_temperature,4,82,25.205828322291232,27.0
7-14,T3A,source_temperature,5,294,108.76685728777503,110.0
7-14,T3A,source_temperature,6,502,219.27517815793541,226.0
7-14,T3A,source_temperature,7,1260,635.144814941712,603.0
7-14,T3A,source_temperature,8,1392,789.0830463685405,697.0
7-14,T3A,source_temperature,9,1468,931.4083066190808,783.0
7-14,T3A,source_temperature,10,1423,996.8626521478379,830.0
7-14,T3A,source_temperature,11,1560,1196.1668504222257,929.0
7-14,T3A,source_temperature,12,1638,1365.9356249444065,1097.0
7-14,T3A,source_temperature,13,2253,2035.1311981064255,1751.0
7-14,T3A,source_temperature,14,11475,11242.82055773634,11216.0
7-7,EMB_STD,raw,0,0,0.0,0.0
7-7,EMB_STD,raw,1,0,0.0,0.0
7-7,EMB_STD,raw,2,0,0.0,0.0
7-7,EMB_STD,raw,3,0,0.0,0.0
7-7,EMB_STD,raw,4,3,0.9637336134910583,0.0
7-7,EMB_STD,raw,5,51,19.104760736227036,14.999999999999998
7-7,EMB_STD,raw,6,101,44.14489471912384,38.0
7-7,EMB_STD,raw,7,288,145.36711111664772,148.0
7-7,EMB_STD,raw,8,423,239.81758040189743,210.0
7-7,EMB_STD,raw,9,405,255.9401160478592,211.0
7-7,EMB_STD,raw,10,491,344.41845321655273,321.0
7-7,EMB_STD,raw,11,583,447.8884693980217,394.0
7-7,EMB_STD,raw,12,862,721.8864862322807,637.0
7-7,EMB_STD,raw,13,1254,1132.4348449707031,973.0
7-7,EMB_STD,raw,14,18899,18758.40025550127,18166.0
7-7,EMB_STD,source_temperature,0,0,0.0,0.0
7-7,EMB_STD,source_temperature,1,0,0.0,0.0
7-7,EMB_STD,source_temperature,2,0,0.0,0.0
7-7,EMB_STD,source_temperature,3,1,0.2570076668747114,0.0
7-7,EMB_STD,source_temperature,4,32,10.152362754486633,9.0
7-7,EMB_STD,source_temperature,5,141,52.67776527683895,53.99999999999999
7-7,EMB_STD,source_temperature,6,289,126.25382632605073,149.0
7-7,EMB_STD,source_temperature,7,604,302.430295260069,311.0
