protocol,seed,method,bounds,receiver_count,role,source_nll_after,source_nll_before,target_labels_used,temperature
receiver_loso_02,829,P2,"[0.05, 20]",3,source_validation,0.40897842590899597,0.44491598232410734,False,1.4280385877989719
receiver_loso_02,829,T3A,"[0.05, 20]",3,source_validation,0.4415419993943112,0.49948039936332694,False,0.6528768396206928
receiver_loso_02,829,EMB_STD,"[0.05, 20]",3,source_validation,0.4586738601565295,0.5141371173354631,False,1.5151746351269144
receiver_loso_02,829,SAR_GN,"[0.05, 20]",3,source_validation,0.512754082761831,0.5586554133929362,False,1.4410554078817361
receiver_loso_02,1829,P0,"[0.05, 20]",3,source_validation,0.4207186452023206,0.43747458179140963,False,1.2711593986469787
receiver_loso_02,1829,P2,"[0.05, 20]",3,source_validation,0.41233603967661386,0.5714689845565054,False,2.1391632052170078
receiver_loso_02,1829,T3A,"[0.05, 20]",3,source_validation,0.3681076605014684,0.4495248623440992,False,0.6027864206537463
receiver_loso_02,1829,EMB_STD,"[0.05, 20]",3,source_validation,0.3731937533596755,0.3913637765901925,False,1.3002150352060622
receiver_loso_02,1829,SAR_GN,"[0.05, 20]",3,source_validation,0.4207186452023206,0.43747458179140963,False,1.2711593986469787
receiver_loso_02,2829,P0,"[0.05, 20]",3,source_validation,0.5478989607547385,0.5876206951769889,False,1.3919180445995523
receiver_loso_02,2829,P2,"[0.05, 20]",3,source_validation,0.4366580669798475,0.6262882304351488,False,2.236337655568977
receiver_loso_02,2829,T3A,"[0.05, 20]",3,source_validation,0.47448329796648575,0.5386596663881765,False,0.6449388589064172
receiver_loso_02,2829,EMB_STD,"[0.05, 20]",3,source_validation,0.5002472552444904,0.5469593097516307,False,1.450062094719529
receiver_loso_02,2829,SAR_GN,"[0.05, 20]",3,source_validation,0.5476397843483866,0.5872976830382793,False,1.3916198973110794
receiver_loso_02,3829,P0,"[0.05, 20]",3,source_validation,0.4408724467411363,0.530027211413014,False,1.7200550965542925
receiver_loso_02,3829,P2,"[0.05, 20]",3,source_validation,0.3238316123619334,0.4106083135883451,False,1.862568671056402
